name,prediction
Imed Trabelsi,C
Mohamed Larbi Zarrouk,Start
Ali Zouaoui,Stub
Avni Akyol,Start
Ali Cenani,Start
Cihan Alptekin,Stub
Kadri Altay,Stub
Fahrettin Altun,Start
Oğuzhan Asiltürk,Start
Can Atalay,C
Aziz Feyzi Pirinççizâde,C
Abdurrahman Başkan,Start
Hasan Basri Güzeloğlu,Stub
Fahri Batıca,Start
Tuna Bekleviç,C
Cemil Bilsel,Start
Ahmet Çakır,Stub
Remzi Çayır,Start
Davut Gül,Stub
Tuncay Dinç,Start
Edip Rüştü Akyürek,Start
Eyüp Sabri Hayırlıoğlu,Stub
Ali Fidan,Start
Taha Genç,Start
Hasan Reşit Tankut,C
Hayati Vasfi Taşyürek,Stub
Atıf Kamçıl,C
İmran Kılıç,Stub
Ertuğrul Mat,Start
Mehmet Fatih Kacır,C
Mehmet Kamaç,Start
Hafız Mehmet,C
Abdurrahman Melek,Start
Kemal Memişoğlu,Start
Mustafa Arif Deymer,Start
Memduh Oğuz,Start
Yaşar Okuyan,Stub
Saruhan Oluç,Start
Fuat Necati Öncel,Start
Cahit Ortaç,Stub
Osman Nuri Önügören,Start
Faik Ali Ozansoy,C
Vahdettin Özkan,Start
Osman Pamukoğlu,Stub
Musa Piroğlu,Start
Reşit Ronabar,Stub
Kader Sevinc,Stub
Hüseyin Sungur,Stub
Kemal Tekden,Stub
Mustafa Timisi,Start
Turgut Okyay,Start
Ziya Uğur,Stub
Suut Kemal Yetkin,Start
Serdar Hüseyin Yıldırım,Stub
Ahmet Reyiz Yılmaz,Start
Baha Cemal Zağra,Stub
Khalnazar Agakhanov,Stub
Kasymguly Babaýew,C
Suhan Babaýew,Stub
Saparmyrat Batyrow,Stub
Ashyrguly Begliyev,Start
Annaguly Deryayev,Stub
Mammetmyrat Geldinyyazov,Stub
Dangatar Köpekow,Start
Kurban Permanov,Start
Akmyrat Rejepow,Stub
Ata Serdarow,Start
Nazar Soýunow,Stub
Solofa Uota,Stub
Ssendi Mosh Afrikan,Start
Christine Akello,Start
Joan Acom Alobo,Start
Christine Apolot,Start
Kenny Auma,Start
Charles Ayume,Start
Balyeku Moses Grace,Start
Christine Bukenya Ssendawula,Start
Ekwau Ibi Florence,Stub
Karubanga Jacob,Start
Jane Awich,Start
Jane Kabajungu Bainomugisha,Stub
John Kabaireho,Stub
Joseph Kabuleta,C
Apollo Kaggwa,C
Michael Kawalya Kagwa,Stub
Robert Mugabe Kakyebezi,Start
Joselyn Kamateneti,Start
Amos Mubunga Kambere,Start
Paulo Kavuma,Stub
Patrick Kayemba,Stub
Kabuye Frank Kibirige,C
Julia Kibubura,C
Daniel Kidega,Start
Yabezi Kiiza,Stub
Beatrice Kiraso,Start
Kiwanuka Sulaiman,GA
Ruth Molly Lematia,Start
Annie Logiel,C
Ajok Lucy,Start
Jack Odur Lutanywa,Stub
James Mamawi,Start
Margaret Rwebyambu,Start
Margret Okunga Makoha,Stub
Jack Maumbe Mukhwana,Start
Willy Mayambala,Start
Kibirige Mayanja,Start
Tamale Mirundi,C
Milly Mugeni,Stub
Isaac Mulindwa,Start
Besueri Kiwanuka Lusse Mulondo,Stub
Victoria Mwaka,Start
Fred Mwesigye,Start
Mary Annet Nakato,Stub
Faridah Nambi,Start
Ndyomugyenyi Roland Bish,Stub
Linos Ngompek,Stub
Asinansi Nyakato,Start
Geoffrey Onegi Obel,Start
Onegi Obel,Start
James Obita,Stub
Apollo Ofwono,Start
Amos Okot,Start
Moses Okot Jr,Start
Okullo Aabuka Jallon Anthony,Start
Bosmic Otim,Start
Patrick Nsamba Oshabe,Stub
Ricky Richard Anywar,Start
Flavia Rwabuhoro Kabahenda,Start
Eric Sakwa,Stub
Sitenda Sebalu,Stub
Mayanja Kyompitira Sebalu,Start
Simeo Muwanga Nsubuga,Start
Wilson Tumwine,Stub
Sarah Nambozo Wekomba,Start
Sergey Abisov,Start
Yakiv Apter,Start
Volodymyr Artyukh,Start
Alexander Barybin,Start
Olha Bench,Start
Serhiy Berezenko,Start
Andriy Beshta,Start
Ivan Bisyuk,Stub
Volodymyr Boyko,GA
Ihor Dolhov,Start
Anatoliy Fedorchuk,Start
Ivan Gel,Start
Moshe Gutman,Stub
Olena Halushka,GA
Izet Hdanov,Start
Artur Herasymov,GA
Valeriy Holovko,Start
Volodymyr Hryshchenko,Start
Stepan Ivakhiv,Start
Borys Kachura,Stub
Dmytro Kashchuk,Start
Serhii Khlan,Start
Borys Klimchuk (politician),Start
Klitschko brothers,GA
Mykola Kolisnyk,Start
Mykhailo Korolenko,C
Ivan Korshynskyi,Stub
Roman Kostenko,C
Heorhiy Kryuchkov,Stub
Mykola Kulinich,Start
Vitalii Kurylo,C
Anatolii Kutsevol,C
Ihor Kyzym,Start
Hennadiy Lahuta,C
Yurii Lavreniuk,Start
Andriy Levus,Start
Ivan Lypa,Start
Roman Mashovets,Start
Denys Maslov,Start
Volodymyr Matvienko,GA
Pavlo Matvienko,C
Oleh Meidych,Start
Mykola Popov,Start
Denys Myrgorodskyi,Start
Sergey Nazarov,C
Andriy Odarchenko,Start
Hryhoriy Omelchenko,Stub
Volodymyr Petrov,GA
Mykola Petruk,Start
Vasyl Poraiko,Start
Yelena Protsenko,Start
Mykhailo Reznik,Start
Oleksandr Ryzhenkov,C
Petro Gadz,GA
Ruslan Magomedov (economist),B
Oleksandr Ruzhytskyi,Start
Mykola Riabovil,C
Vladimir Saldo,GA
Olena Semeniaka,C
Volodymyr Serhiychuk,Start
Oleh Shamshur,Start
Vyacheslav Shapovalov,Stub
Serhii Shapran,C
Iryna Stavchuk,Start
Volodymyr Stelmakh,Start
Viacheslav Suprunenko,Start
Taras Tarasenko,Start
Volodymyr Tsvil,C
Volodymyr Tyahlo,Start
Serhiy Tymchenko,Start
Kyrylo Tymoshenko,C
Evgeniy Udod,Start
Dmytro Vorona,C
Mykola Yankovsky,C
Kostiantyn Yastrub,Start
Yuriy Vozniuk,Start
Andriy Yusov,Start
Anatoliy Zasukha,Start
Vitaly Zholobov,C
Luis Almagro,B
Sebastián Bauzá,Start
Mónica Bottero,Start
Jorge Bruni,Stub
Guillermo Chifflet,Stub
Laura Cortinas,Start
Guillermo Domenech,Start
Lorenzo Antonio Fernández,Stub
Pedro Figari,C
Liliam Kechichián,Start
Dámaso Antonio Larrañaga,Stub
Juan Francisco Larrobla,Stub
Eduardo Lorier,Stub
Hector Luisi,Start
Guido Manini Ríos,C
Isidoro de María,Stub
Luis Melián Lafinur,Start
Antonio Mercader,Start
Pablo Mieres,Start
José Benito Monterroso,Stub
Tristán Narvaja,Start
Gonzalo Nin Novoa,Stub
Edgardo Novick,Stub
María Inés Obaldía,Start
Yamandú Orsi,GA
José Brito del Pino,C
Enrique Pintado,Stub
Carlos Pita (politician),Start
Carlos Quijano,Stub
Laura Raffo,C
José Rondeau,Start
Florencio Sánchez,C
José Pedro Varela,Stub
Pedro Vaz (diplomat),Stub
Mateo Vidal,Stub
Jorge Zabalza,Start
Ikhtiyor Abdullayev,Start
Adham Ahmedbaev,Start
Jakhongir Artikkhodjayev,C
Valery Ataev,Stub
Abdusalom Azizov,Start
Uktam Barnoev,Start
Sa'dulla Begaliyev,Stub
Torokul Dzhanuzakov,C
Rustam Inoyatov,Start
Rashid Kadyrov,C
Karim Kamalov,Start
Tatyana Karimova,C
Erkin Khalilov,Stub
Sherzodkhon Kudratkhuja,Start
Bakhodir Kurbanov (general),Start
Jahangir Mamatov,C
Rimajon Xudoyberganova,C
Boʻritosh Mustafoyev,Stub
Bahrom Norqobilov,Start
Narzullo Oblomurodov,C
Ravshanbek Qurbonov,Start
Baxtiyor Rahimov,Start
Bekjon Rakhmonov,Start
Bakhodir Khan Turkistan,B
Qobul Tursunov,Stub
Vincent Lunabek,Stub
President of Vanuatu,Start
Jimmy Stevens (politician),Start
Dinh Van Than,C
Fernando Adames Torres,Start
Ivonne Attas,Start
Fidel Barbarito,Stub
Pedro Bastidas,Start
Alejandra Benítez,Start
José Brito (politician),C
Buenaventura Macabeo Maldonado Vivas,C
Rubén González Cárdenas,C
José Curiel,Stub
Felix Díaz Ortega,Start
Vicente José Gregorio Díaz Silva,Start
Alí Domínguez,C
Franklyn Duarte,Start
Alberto Franceschi,Start
Arnoldo Gabaldón,C
Vladimir Gessen (Venezuelan politician),Stub
Jorge Giordani,C
César González Martínez,C
Luis Graterol Caraballo,Stub
Liborio Guarulla,C
José Bernabé Gutiérrez,Start
María Cristina Iglesias,Stub
Reinaldo Iturriza,Stub
Andrés Izarra,Start
Reinaldo Leandro Mora,Start
Carlos Augusto León,Start
Ramón Lobo (economist),Start
Jorge Elieser Márquez,Start
Américo Martín,Stub
Nelson Martínez (politician),Stub
Francisco de Miranda,B
Reinaldo Muñoz Pedroza,Stub
Dia Nader de El-Andari,Start
Moisés Naím,C
Freddy Ñáñez,Stub
Pablo Acosta Ortiz,C
Renny Ottolina,C
Alejandro Peña Esclusa,C
Miguel Peña (politician),Stub
Lewis Pérez,Start
Arkiely Perfecto,Start
Eduardo Piñate,Start
Humberto Prado,Start
Omar Prieto,Start
Benjamín Rausseo,Start
Manuel Felipe Rugeles,Start
Carlos Santana Tovar,Start
Milena Sardi de Selle,Stub
Carlos Eduardo Stolk,Start
Bolivia Suárez,Stub
Gustavo Tarre,GA
José Herrera Uslar,Start
Addy Valero,Start
José Antonio Velutini,Start
Henry Ventura,Stub
Nervis Villalobos,C
Bùi Tiến Dũng (politician),Stub
Chu Văn An,Start
Nguyễn Quốc Định,C
Đinh Xuân Quảng,B
Kiem Do,Start
Đỗ Quang Giai,C
Hồ Đắc Điềm,Stub
Hồ Văn Nhựt,C
Hoàng Cao Khải,Stub
Hoang Van Chi,C
Huỳnh Văn Cao,C
Kiều Mộng Thu,Start
Lê Minh Hương,Stub
Lê Quốc Minh,C
Lê Văn Thành,Stub
Lương Thế Huy,Stub
Nguyễn Hồng Diên,C
Nguyễn Đức Chung,Start
Nguyễn Dương Đôn,Stub
Nguyễn Duy Quý,Stub
Nguyễn Hợp Đoàn,Start
Nguyễn Phan Long,Start
Nguyễn Quốc Cường,Stub
Nguyễn Thị Hồng (economist),Start
Nguyễn Thị Thập,Start
Nguyễn Văn Huyền,C
Nguyễn Văn Lực,Stub
Nguyễn Văn Trân,Stub
Nguyễn Văn Xuân,Stub
Phan Anh,Stub
Tạ Quang Bửu,Stub
Tran Minh Tiet,C
Trần Quốc Vượng (politician),C
Trần Văn Hữu,C
Trương Đình Dzu,GA
Võ Văn Thưởng,GA
Abdullah Noman,Start
Hashid Abdullah al-Ahmar,Stub
Himyar Abdullah al-Ahmar,Stub
Sam Yahya Al-Ahmar,Stub
Ameen Ali al-Akimi,Stub
Talal Aklan,Stub
Abdullatif Al-Sayed,Start
Muhammad Musa al-Amri,C
Mohamed al-Atifi,Start
Yasser Al-Awadi,Stub
Sagheer Hamoud Aziz,C
Sultan al-Barakani,Stub
Faraj Salmin Al-Bahsani,Stub
Ali Al Bukhaiti,Stub
Bruce Conde,Start
Abdul Wahab Al-Dailami,Start
Ali Ahmad Nasser al-Dhahab,Stub
Badreddin al-Houthi,Stub
Ibrahim Bin Ali Al Wazeer,Start
Mohammed Lutf al-Iryani,Stub
Abd Al-Rahman Ali Al-Jifri,Start
Hussein Khairan,Start
Mohammed Ali Al-Maqdashi,Stub
Hooria Mashhour,C
Muhammad bin Yahya bin Muhammad,Stub
Abdul Qader Qahtan,Start
Abdulwahab al-Rawhani,Start
Mohammed al-Sabry,Stub
Yahya Mohamed Abdullah Saleh,Stub
Ali Taysir,Stub
Yahya Muhammad Hamid ed-Din,C
Aidarus al-Zoubaidi,Start
Francis Kapyanga,Start
Lily Monze,Start
Olipa Phiri,Stub
Gift Banda,Stub
Flora Buka,Stub
Bulelani Lobengula,Start
Joseph Makamba Busha,Start
Darlington Dzikamai Chigumbu,Stub
James Chikerema,C
Paul Chimedza,Stub
Chenhamo Chimutengwende,Start
Ruth Chinamano,Start
George Chiweshe,Start
Phillip Chiyangwa,C
Guy Clutton-Brock,Start
Margaret Dongo,C
Jabulani Dube,Stub
Fletcher Dulini Ncube,Start
Ken Flower,Start
Aguy Georgias,Start
Sithembile Gumbo,Stub
Josiah Zion Gumede,Start
Ellen Gwaradzimba,Stub
Andre Sothern Holland,Start
Byron Hove,Stub
Tonderai Kasu,C
Wilson Khumbula,C
Lovemore Madhuku,C
Sarah Mahoka,Stub
Alfred Makwarimba,Stub
Washington Malianga,Stub
Elliot Manyika,Start
Linda Masarira,C
Jevan Maseko,Stub
Anxious Masuka,Stub
Lovemore Matombo,Stub
Bright Matonga,Stub
Isaac Matongo,Stub
Obedingwa Mguni,Start
Promise Mkwananzi,Start
Max Mnkandla,Stub
Bekithemba Mpofu,Stub
Earnest Mudzengi,Start
Mugabe family,Start
Kisinoti Mukwazhe,Stub
Edwin Mushoriwa,Stub
Munacho Mutezo,Start
Abel Muzorewa,C
Prag Lalloo Naran,C
Owen Ncube,Start
Nhlanhlayamangwe Felix Ndiweni,C
Gundwane Ndiweni,Start
Khayisa Ndiweni,Start
Jane Ngwenya,Start
Maurice Nyagumbo,Start
George Nyandoro,Start
Sekai Nzenza,Start
Engelbert Rugeje,C
Tinos Rusere,Start
Scot Sakupwanya,Stub
Daniel Shumba,Start
Maxwell Zeb Shumba,Start
Nkululeko Mkastos Sibanda,Start
Leopold Takawira,Start
Gift Tandare,Stub
Rekayi Tangwena,Stub
Temba Mliswa,Start
Josiah Tongogara,C
Langton Towungana,Stub
Sengezo Tshabangu,Start
Herbert Ushewokunze,Stub
Denis Walker,C
