name,prediction
El Waer Hakim,Start
Ibrahim Jadhran,Start
Al-Aref al-Khoga,Stub
Musa Al-Koni,Start
Abdullah al-Lafi,Stub
Mohamed al-Menfi,C
Abd al-Mawla Naqi,Stub
Abdullah Naker,Start
Aref Ali Nayed,C
Nuri al-Mismari,GA
Abdel Wahab Qaid,Start
Tayeb El-Safi,Start
Ali Sahli,Start
Bashir Saadawi,Stub
Fayez al-Sarraj,GA
Mohammed El Senussi,C
Abdulrahman Sewehli,Stub
Ashour Suleiman Shuwail,Start
Mohamed Taha Siala,Start
Adomas Ąžuolas Audickas,Stub
Edminas Bagdonas,Stub
Zbignev Balcevič,Stub
Vilius Baldišis,Stub
Vladimiras Beriozovas,Stub
Kazys Boruta,Stub
Dalius Čekuolis,Start
Virgilijus Čepaitis,Start
Jan Ciechanowicz,C
Audra Dagelytė,Start
Andrius Domaševičius,GA
Juozas Gabrys,C
Balys Gajauskas,Stub
Eimantas Grakauskas,Stub
Gintautas Iešmantas,Stub
Stanislovas Gediminas Ilgūnas,Stub
Martynas Jankus,C
Albinas Januška,Stub
Antanas Karoblis,Stub
Juozas Karvelis,Stub
Vytautas Kolesnikovas,Stub
Szymon Konarski,C
Jonas Kondrotas,Stub
Tadeusz Kościuszko,FA
Petras Kubiliūnas,GA
Česlovas Kudaba,Stub
Algirdas Kumža,Stub
Bronius Kuzmickas,Stub
Jonas Liaučius,Stub
Zita Loseva,Stub
Stasys Lozoraitis Jr.,C
Jonas Mačys,Stub
Vytautas Matulevičius,Start
Deividas Matulionis,Start
Darius Mažintas,Start
Visvaldas Mažonas,Start
Donatas Morkūnas,Stub
Grzegorz Antoni Ogiński,Start
Vytautas Paliūnas,Stub
Rolandas Paulauskas,Stub
Petras Poškus,Stub
Adomas Prūsas,B
Antanas Purėnas,Stub
Liudvikas Narcizas Rasimavičius,Stub
Liudvikas Saulius Razma,Stub
Valerijonas Šadreika,Stub
Kazimieras Saja,Stub
Józef Sapieha,Stub
Gediminas Šerkšnys,Stub
Liudvikas Simutis,Stub
Kęstutis Smirnovas,C
Jonas Tamulis,Stub
Dalia Teišerskytė,Stub
Rimvydas Valatka,Stub
Iosif Vareikis,C
Eduardas Vilkas,Stub
Povilas Višinskis,FA
Alfonsas Žalys,Stub
Xavier Brasseur,Start
Jean-Pierre Büchler,Stub
Corinne Cahen,Stub
Sven Clement,Start
Lex Delles,GA
Martine Deprez,C
Carole Dieschbourg,C
Paul Elvinger,Stub
Frank Engel (politician),C
Jean Ersfeld,Start
Johannes Olav Fallize,C
Christos Floros,C
Marc Hansen (politician),Stub
Martine Hansen,GA
Aloyse Hentgen,Start
Dan Kersch,Stub
Fred Keup,C
Guillaume Konsbruck,Start
Damian Kratzenberg,Start
Pierre Krier,Stub
Andy Maar,Stub
Maggy Nagel,Stub
Roy Reding,C
Émile Schaus,Start
Meris Šehović,Start
Jup Weber,Stub
Serge Wilmes,Start
Afrim Gashi,Start
Vangel Ajanovski-Oče,Stub
Ljupčo Andonovski,Stub
Slobodan Bogoevski,Stub
Bojan Bojanovski,Stub
Panko Brashnarov,C
Slobodan Čašule,Stub
Risto Gjorgjiev,Stub
Vasil Ivanovski,C
Stevčo Jakimovski,Stub
Adnan Jashari,Start
Minčo Jordanov,Stub
Perko Kolevski,Stub
Dimitar Kovačevski,C
Venko Markovski,C
Hristijan Mickoski,GA
Sašo Mijalkov,Start
Goran Mitevski,Stub
Stanko Mladenovski,Stub
Ferdinand Odžakov,Stub
Xhezair Shaqiri,Start
Vančo Šontevski,Stub
Nikola Spasovski,Stub
Ivan Stoilković,C
Dobri Veličkovski,Stub
Zoran Veruševski,Stub
Mile Zečević,Stub
Augustin Andriamananoro,Start
Andriamihaja,Start
Gilbert Annette,Stub
Azaly Ben Marofo,Stub
Laurent Botokeky,Stub
Monja Jaona,C
Ralijaona Laingo,Stub
Rindra Rabarinirinarison,Stub
Jacques Rabemananjara,C
Césaire Rabenoro,Stub
Bruno Rajaonson,Stub
Patrick Rajoelina,Stub
Jean Ralaimongo,C
Pierre Ramampy,Stub
Ramaniraka,Stub
Hyppolite Ramaroson,C
Nadine Ramaroson,Start
Jonah Ranaivo,Stub
Mamy Ranaivoniarivo,Stub
Michel Randria,Start
Marcel Ranjeva,Stub
Roseline Emma Rasolovoahangy,Start
Albert Rakoto Ratsimamanga,GA
Ratsitatanina,C
Lalao Ravalomanana,Start
Herilanto Raveloharison,Start
Mahasumpo Raveloson,Stub
Benja Razafimahaleo,Start
Honoré N. Razafindramiandra,C
André Resampa,Start
Christian Rémi Richard,Stub
Jean Louis Robinson,Stub
Albert Sylla,C
Calvin Tsiebo,Stub
Norbert Zafimahova,Stub
Richard Chimwendo Banda,Stub
Simplex Chithyola Banda,Stub
Chakakala Chaziya,C
Hope Chisanu,Start
Boniface Kalindo,Stub
Samuel Kawale,Stub
Steve Mikaya,Stub
Attati Mpakati,Stub
Albert Muwalo,C
Titus Mvalo,Stub
Cornelius Mwalwanda,Start
Kingsely Namakhwa,Stub
Mary Shawa,C
James John Skinner,C
John Tembo,C
Michael Usi,C
Abdullah CD,Start
Abu Samah Mohd Kassim,Stub
Ahmad Kamil Jaafar,Start
Ahmad Zaidi Adruce,C
Ajis Sitin,Stub
Akmar Hisham,C
Arifin Asgali,Start
Assaffal P. Alian,Start
Ationg Tituh,C
Azam Kamaralzaman,Stub
Azli Yusof,C
Azmi Alang,Stub
R. G. Balan,Start
Abdul Aziz bin Husain,C
Bukhori Ghazali,Stub
Chen Tien,Start
Chin Peng,B
Chong Ted Tsiung,Stub
Danyal Balagopal Abdullah,Start
Lily Eberwein,C
Ellron Alfred Angin,Start
Eu Chooi Yip,C
Fong Chong Pik,Stub
Heah Joo Seang,C
Hii King Chiong,Start
Hishamuddin Rais,Start
Ishak Haji Muhammad,C
Jennifer Lasimbang,Start
Joachim Gunsalam,Start
Kamarulzaman Teh,Start
Khairin Nisa,Start
Kontik Kamariah Ahmad,Start
Devaki Krishnan,C
Lau Pak Khuan,Start
Lau Yew,Stub
Azlan Mohd Lazim,Start
Philip Lee Tau Sang,Stub
Liou Chen Kuang,Start
Mamad Puteh,Start
N.K. Menon,Start
Mohamad Fazli Mohamad Salleh,Start
Mohd Sobri Saleh,Start
John Victor Morais,Stub
Muhammad Fauzi Yusoff,Start
Nor Hafizah Othman,Stub
K. Pathmanaban,Start
Rashid Maidin,C
Rasinin Kautis,Start
Roslan Saidin,Start
Ruslan Muharam,Start
Abang Muhammad Salahuddin,C
Samsudin Osman,C
Sarifuddin Hata,Start
Sedomon Gunsanad Kina,C
Shamsiah Fakeh,C
Sukarti Wakiman,Start
Sulaiman Bulon,Stub
Tan Keng Liang,Start
Nathaniel Tan,C
Lai Teck,C
R.S. Thanenthiran,Start
Uda Sulai,Start
Wan Rosdy Wan Ismail,C
Wilson Ugak Kumbong,Start
Eli Wong,Stub
Ibrahim Yaacob,Start
Ismail Yaacob,Stub
Zainal Abidin Ahmad (writer),C
Abdul Raheem Abdulla,C
Eva Abdulla,Start
Ahmed Adeeb,C
Ilham Ahmed,Stub
Mohamed Asim,Start
Adam Azim (politician),Stub
Ahmed Faris Maumoon,C
Hassan Latheef,Stub
Adam Naseer Ibrahim,Stub
Abdulla Jihad,Start
Abdul Majeed Mahir,Start
Ahmed Mahloof,C
Reeko Moosa Manik,Start
Abdulla Maseeh Mohamed,Start
Yumna Maumoon,Stub
Mohamed Ashmalee,Stub
Sharif Mohamed,Start
Mohamed Muizzu,GA
Family of Mohamed Muizzu,Start
Ahmed Nareesh,Stub
Faisal Naseem,Start
Nazra Naseem,Start
Abdulla Shahid,C
Shidhatha Shareef,Stub
Shifa Mohamed,Stub
Aishath Shiham,Stub
Jameel Usman,C
Mohammed Waheed Deen,Start
Umar Zahir (politician),C
Muad Mohamed Zaki,Start
Moosa Zameer,Start
Zahiya Zareer,C
Aishath Nahula,Start
Alwata Ichata Sahi,Stub
Amadou Thiam,Start
Sangaré Niamoto Ba,Stub
Boubacar Alpha Bah,Stub
Siby Ginette Bellegarde,Stub
Cheick Bougadary Traoré,Stub
Dramane Dembélé,Start
Hamadoun Dicko,Stub
Mamadou Djigué,Stub
Amadou Doucoure,Stub
Ly Taher Dravé,Stub
Mahamane Haidara,Stub
Jamille Bittar,Stub
Modibo Keïta,C
Mamadou Konaté,Stub
Balla Koné,Start
Garan Fabou Kouyate,Start
Mamadou M'Bodje,Stub
Mohamed Ag Intalla,Start
Zeïni Moulaye,Stub
N'Diaye Ramatoulaye Diallo,C
Yeah Samake,B
Foutanga Babani Sissoko,Start
Ousmane Sy,Start
Tiéman Coulibaly,Start
Amadou Toumani Touré,GA
Demba Traoré (politician),Start
Salimata Traoré,Stub
Ismaël Wagué,Stub
Daniel Attard,Stub
Atlan Anien,Stub
Ataji Balos,Stub
Tony deBrum,C
Thomas Heine,Stub
Wilbur Heine,Stub
Alvin Jacklick,Stub
Michael Konelios,Stub
Tadashi Lometo,Start
Dennis Momotaro,Start
Rien Morris,Stub
David Paul (politician),Stub
Witten Philippo,Start
Hiroshi V. Yamamura,Stub
Kane Hamidou Baba,Stub
Horma Ould Babana,C
Selama Mint Cheikhne Ould Lemrabott,Stub
Mohamed Lemine Ch'bih Ould Cheikh Melainine,C
Vatimetou Mint Khatry,Stub
Messaoud Ould Boulkheir,C
Patrick Assirvaden,Stub
Anil Bachoo,Stub
Antoine Bestel,GA
Rishon Bhadain,Start
Cassam Ajum Piperdy,Start
Eddy J. Changkye,C
Joseph-François Charpentier de Cossigny,Start
Antoine Toussaint de Chazal,Start
Chief Commissioner of Rodrigues,Start
Ivan Collendavelloo,Stub
Louis Joseph Coralie,Start
Adrien d'Épinay,C
Sangeet Fowdar,C
Jagdish Koonjul,C
Pierre Leung Shing,Stub
Pritam Singh Mattan,Stub
Cehl Meeah,Start
Moilin Jean Ah-Chuen,GA
Jean-Claude Pierre-Louis,Stub
Charles Thomi Pitot,Start
Prega Ramsamy,Start
Johnson Roussety,Stub
Showkutally Soodhun,Stub
Subhasnee,Stub
Erhart Aten,Stub
Gideon Doone,Stub
John Ehsa,Start
Jack Fritz (politician),Stub
Tony Ganngiyan,Stub
Gerson Jackson,Start
Lyndon Jackson,Start
John Mangefel,Stub
Esmond Moses,Stub
Masao Nakayama,Start
Wesley Simina,Start
Ansito Walter,Start
Robert Weilbacher,Start
Strik Yoma,Stub
Adrian Albu,Stub
Alexandr Petkov,Stub
Arcadie Capcelea,Stub
Oleg Balan,Start
Galina Balmoș,Stub
Mihail Barbulat,Stub
Valentin Beniuc,Stub
Vlad Bilețchi,C
Vasile Bîtca,Start
Valeriu Bulgari,Stub
Larisa Catrinici,Stub
Ion Ceban,C
Vladimir Cebotari,C
Mihail Cibotaru,Stub
Ion Constantin Ciobanu,Start
Romulus Cioflec,Start
Petru Comendant,Stub
Artur Cozma,Stub
Pavel Creangă,Stub
Cristina Gherasimov,Stub
Andrei Cucu,Stub
Vladimir Darie,Start
Veaceslav Dobîndă,Stub
Mihail Druță,Stub
Alexandru Esaulenco,Stub
Eugeniu Nichiforciuc,Stub
Gheorghe Ichim,Stub
Gheorghe Lungu (politician),Stub
Eugen Gladun,Stub
Iuliana Gorea-Costin,Start
Vitalie Gorincioi,Stub
Vasile Grădinaru,Stub
Eduard Grama,Stub
Anatol Grimalschi,Stub
Vladimir Gurițenco,Stub
Vasile Iovv,Stub
Andrei Ivanțoc,Start
Gheorghe Malarciuc,Start
Mihail Manoli,Stub
Radu Marian (politician),Stub
Constantin Mihăilescu,Stub
Constantin Mimi,Start
Timofei Moșneaga,C
Alexandr Nesterovschi,Stub
Dumitru Nidelcu,Stub
"Aleksandr Nikitin (politician, born 1987)",Start
Grigore Novac,Stub
Ion Păduraru,Stub
Vasile Parasca,Stub
Iacob Popovici,Stub
Maria Postoico,Start
Dumitru Pulbere,Stub
Larisa Șavga,Stub
Sergiu Palihovici,Stub
Mihai Severovan,Stub
Eugeniu Șlopac,Stub
Eduard Smirnov,Stub
Nichita Smochină,FA
Andrei Spînu,Stub
Sergiu Stati,Stub
Leonid Talmaci,Stub
Valentina Țapiș,Stub
Dmitri Todoroglo,Stub
Valeriu Troenco,Stub
Victor Țvircun,Stub
Victor Țopa,Stub
Boris Volosatîi,C
Vitalie Vrabie,Stub
Jean-Charles Allavena,Start
Laurent Anselmi,Start
Camille Blanc,Start
Robert Calcagno,C
Jean Castellini,Stub
Paul Demange (politician),Stub
Catherine Fautrier,Stub
Paul Masseron,Start
Thierry Poyet,Stub
Gilles Tonelli,B
Chilkhaajavyn Avday,Stub
Dendeviin Terbishdagva,Stub
Tsakhiagiin Elbegdorj,B
Luvsannyamyn Gantömör,Stub
Diluwa Khutugtu Jamsrangjab,Start
Bayantömöriin Khaisan,C
Mijiddorjiin Khanddorj,C
Tsendiin Mönkh-Orgil,C
Luvsannamsrain Oyun-Erdene,GA
Dritan Abazović,GA
Božidar Bojović,Start
Jevrem Brković,C
Predrag Bulatović,Start
Miodrag Davidović,C
Vladimir Dobričanin,C
Dobrilo Dedeić,Stub
Sekula Drljević,GA
Fatmir Gjeka,Start
Milutin Jelić,C
Batrić Jovanović,Stub
Jovan Kavarić,Stub
Zdravko Krivokapić,FA
Vujica Lazović,Start
Vladimir Leposavić,C
Stjepan Mitrov Ljubiša,C
Stevan Lukačević,Stub
Branko Lukovac,Stub
Savić Marković Štedimlija,C
Tarzan Milošević,Stub
Iko Mirković,Start
Fuad Nimani,Stub
Darko Pajović,C
Vladimir Pavićević,Start
Jovan Pavlović (politician),Stub
Andrija Popović,C
Evgenije Popović,Start
Novica Radović,Start
Miloš Radulović (politician),Stub
Nešo Šćepović,Start
Budimir Šegrt,Stub
Sergej Sekulović,Stub
Aleksandar Stijović,Start
Lazar Tomanović,Start
Lujo Vojnović,C
Dejan Vukšić,Start
Abu Bakr Ibn Abi Zaid as-Slawi,Stub
Mohamed Ali El Admi,Stub
Mahjoubi Aherdane,Start
Ba Ahmed,Start
Moulay Ahmed Alaoui,Start
Abderrahmane Amalou,Stub
Saaïd Amzazi,Stub
Abdessamad Archane,Stub
Mustapha Bakkoury,C
Ahmed Balafrej,C
Abdelouahed Belkeziz,Start
Moncef Belkhayat,Start
Mehdi Ben Barka,C
Mohamed Benchaaboun,C
Hakim Benchamach,Stub
Ahmed Benjelloun,Stub
Omar Benjelloun,Start
Fadel Benyaich,Start
Driss Benzekri (activist),Start
Abderrahim Bouabid,Start
M'hamed Boucetta,Stub
Nasser Bourita,C
Abdelghani Bousta,B
Abdelhadi Boutaleb,Stub
Brahim Boutaleb,Start
Miloud Chaabi,C
Mohamed Haddou Chiguer,Stub
Rochdi Chraibi,Stub
Mohammed al-Hajj ibn Mohammed al-Dila'i,Start
Anas Doukkali,Stub
Khalihenna Ould Errachid,GA
Mohamed El Fassi,Start
Ahmed al-Hiba,Start
Ahmed ibn Abi Mahalli,GA
Abdellatif Jouahri,Start
Mohammed Kabbaj,Stub
Abdelhafid Kadiri,Stub
Abdellah Kadiri,Start
Muhammad al-Kattani,GA
Khanatha bint Bakkar,C
Mohand Laenser,Stub
Mohammed Karim Lamrani,C
Azzeddine Laraki,C
Mohammed VI of Morocco,B
Abdelkrim Motii,Stub
Khalid Naciri,Stub
Mohammed al-Makki al-Nasiri,Stub
Zoulikha Nasri,Start
Abdelaziz El Omari,Start
Ilyas El Omari,Stub
Abdellatif Ouahbi,Start
Chafik Rachadi,C
Abdelwahed Radi,Stub
Mohammed Sajid (politician),Stub
Sidi al-Ayachi,Start
Sidi Hamdi Ould Errachid,Start
Fathallah Sijilmassi,Start
Mohammed Allal Sinaceur,Start
Mohamed Hassan Ouazzani,Start
Nasser Zefzafi,C
Abdellatif Zeroual,Stub
Mohammed Ziane,C
Yassir Znagui,Stub
Brahim Zniber,C
Mário Albino,Start
Carlos Cardoso (journalist),Start
Afonso Dhlakama,C
Helder Francisco Malauene,Stub
Janet Mondlane,Start
Nyeleti Brooke Mondlane,Stub
Basilio Muhate,Stub
Murade Isaac Murargy,Stub
Antonio Augusto Eduardo Namburete,Start
Tomaz Salomão,Stub
Marcelino dos Santos,C
Stella da Graça Pinto Novo Zeca,Stub
Ben Africa,Start
Hendrina Afrikaner,Stub
Jager Afrikaner,Start
Klaas Afrikaner,Stub
Duminga Ndala,Start
Esme Sophia Isaack,Start
Dap Izaaks,Stub
Gottlob Mbaukua,Stub
John McNab,Start
Maxie Minnaar,Start
Nehale Mpingana,Start
Manasse ǃNoreseb,C
Abner Nuule,Stub
Anna Shiweda,Start
Thimoteus Tjamuaha,Stub
Erastus Tjejamba,Stub
Cornelius van Wyk,Stub
Eben van Zijl,Start
Chet Narayan Acharya,Stub
Sheikh Abul Kalam Azad (Nepali politician),C
Surya Bahadur KC,Stub
Mohan Baral,Stub
Gopal Kumar Basnet,Stub
Dhokal Singh Basnyat,Stub
Chakra Prasad Bastola,Start
Bedraj Singh,Stub
Ghanashyam Bhandari,Stub
Bhim Bahadur Bhandari,Stub
Mahendra Bahadur Bista,Stub
Narayan Prasad Dahal,Stub
Gagan Singh Bhandari,Start
Rajendra Laxmi Gaire,Stub
Harka Gurung,Start
Ram Chandra Jha,Start
Jhalak Bahadur Magar,Stub
Prem Bahadur Kansakar,C
Ek Raj Karki,Stub
Ratneshwar Lal Kayastha,Start
Rajanra KC,Stub
Bishal Khadka,Stub
Devi Khadka,Start
Yadunath Khanal,Start
Gore Bahadur Khapangi,Stub
Koili Devi Chaudhary,Stub
Krishna Kumar B.C.,Stub
Chiri Babu Maharjan,C
Gajraj Mishra,C
Nani Maiya Dahal,Start
Pande family,GA
Ganesh Pandey,Start
Leela Mani Paudyal,C
Khadga Bahadur Pokharel,Stub
Krishna Chandra Nepali Pokharel,C
Bidhyanath Pokhrel,Start
Vrajanath Poudyal,Start
Prakash Bahadur Deuba,Stub
Radhika Tamang,Stub
Laxman Rajbanshi,Stub
Dhir Shumsher Rana,FA
Diamond Shumsher Rana,Stub
Sanjay Kumar Mahato,Stub
Bam Shah,Start
Bishnu Pratap Shah,Start
Santoshi Shahi,Stub
Shukraraj Shastri,C
Sonam Gyalchhen Sherpa,Stub
Sanu Siva,Stub
Bhuwan Bahadur Sunar,Stub
Surya Raj Acharya,Start
Thapa dynasty,GA
Ranabir Singh Thapa,GA
Goma Devi Timilsina,Stub
Yagya Raj Joshi,Start
Dharma Ratna Yami,C
Guillermo Arce Castaño,Stub
Oscar Danilo Blandón,Start
José Francisco Cardenal,Start
Pedro Joaquín Chamorro Barrios,C
Juan Sebastián Chamorro,C
Edipcia Dubón,Start
Juan Espinosa (politician),Start
Luis Fley,Start
George Henriquez,C
Antonio Lacayo,Start
Miguel Larreynaga,Stub
Félix Maradiaga,C
Nadeska Cuthbert,Start
Paul Oquist,Start
Guillermo Daniel Ortega Reyes,Stub
Maximino Rodríguez Martínez,Stub
Aliyu Sabi Abdullahi,Start
Mohammed Hassan Abdullahi,C
Saidu Musa Abdullahi,Start
Shuaib Oba Abdulraheem,Start
AbdulRahman AbdulRazaq,C
Julius Abure,Start
Joe Acha,Start
Stephen Makoji Achema,Stub
Tajudeen Adeyemi Adefisoye,Start
Lateef Adegbite,GA
Busari Adelakun,Start
Adedeji Adeleke,Stub
Adelere Adeyemi Oriolowo,Start
Akinwumi Adesina,C
Samuel Adesina,Stub
Stephen Adewale,Start
Malik Ado-Ibrahim,Start
Philip Agbese,Stub
Michael Ajegbo,Start
Abiola Ajimobi,C
Princess Pat Ajudua,Start
Kayode Ajulo,C
Christopher Pere Ajuwa,C
Janet Akinrinade,Start
Oloye Akin Alabi,C
Timi Alaibe,C
Tayo Alasoadura,Start
Alhaji Idi Farouk,Start
Ali Isa,Start
Zainab Abubakar Alman,Start
William Nwankwo Alo,C
Temitope Aluko,Start
Akinwunmi Ambode,C
Chima Anyaso,Stub
Benjamin Anyene,Start
Patrick Asadu,Stub
Dapo Folorunsho Asaju,Start
Tony Ene Asuquo,Stub
Chris Ayebusiwa,Start
Yusuf Datti Baba-Ahmed,C
Hafsat Mohammed Baba,C
Jibrin Ndagi Baba,Stub
Musa Babayo,C
Enitan Badru,Start
Hadiza Bala Usman,C
Kande Balarabe,Stub
Abubakar Tafawa Balewa,GA
Michael Opeyemi Bamidele,C
Richard Bamisile,C
Adebayo Johnson Bankole,Start
Mohammed Barkindo,C
Ajibola Basiru,Start
Sanusi Ado Bayero,C
Dele Belgore,Start
Mohammed Bello-Koko,C
Ahmadu Bello,C
Babajimi Adegoke Benson,C
Bisayo Busari-Akinnadeju,Start
Ibrahim Mohammed Bomai,C
Alhaji Hassan Dalhat,Stub
Ibrahim Abdullahi Danbaba,Start
Ahmed Musa Dangiwa,C
David Dafinone,Start
Rukayya Dawayya,Start
Anamero Sunday Dekeri,Start
Tonto Dikeh,C
Dipo Dina,Start
Bunmi Dipo Salami,C
Donald Ojogo,Start
Usman Mamman Durkwa,Stub
David Edevbie,C
Yul Edochie,C
Edwin Clark (politician),Start
Alex Egbona,Start
Chris Ekiyor,Start
Ekperikpe Ekpo,C
Owoidighe Ekpoatai,Start
Alex Ekwueme,C
Uzoma Emenike,Start
Ken Erics,C
Tunde Eso,Start
Effiong Okon Eyo,Start
Love Ezema,Stub
Francis Adenigba Fadahunsi,Stub
Femi Falana,Start
Ayo Fasanmi,Start
Ayo Fayose,C
Babatunde Fowler,Start
Ismaila Isa Funtua,Start
Zakariyau Galadima,Stub
Abdullahi Idris Garba,Start
Alabo Dakorinama George-Kelly,Stub
Boma Goodhead,Start
Abdullahi Abubakar Gumel,Start
Hadi Sirika,C
Hamisu Musa,Stub
Cyril Godwin Hart,Stub
Herman Hembe,Stub
Humphrey Omo-Osagie,Start
Gregory Ibe,Stub
Akanu Ibiam,C
Ibrahim Tako,Start
Eric Kelechi Igwe,Stub
Dele Gboluga Ikengboju,Start
Alvan Ikoku,Start
S.G. Ikoku,C
Nkechi Ikpeazu,Start
Terkimbi Ikyange,Start
Neda Imasuen,Start
Christopher Imumolen,Start
Modupe Irele,Start
Joseph Itotoh,Stub
Sunday Iyahen,C
Osaigbovo Iyoha,Start
Rafiu Jafojo,Stub
Manasseh Daniel Jatau,Stub
Ibrahim Usman Jibril,C
Mercy Johnson,GA
Alex Kadiri,Start
Ahmad Babba Kaita,C
Balarabe Shehu Kakale,Stub
Dauda Kako Are,Stub
Onwuka Kalu,C
Idris Garba Kareka,Start
Ayodeji Karim,C
Mariam Yalwaji Katagum,C
Khalil Halilu,Start
Kingsley Kuku,GA
Ibrahim Aminu Kurami,Stub
Abdulkadir Kure,Stub
Ahmed Kusamotu,Start
Isaac Kwallu,Start
Michael Kwanashie,C
Abba Kyari,C
Titilayo Laoye-Tomori,Start
Albert Legogie,Stub
Salisu Abubakar Maikasuwa,Stub
Khamisu Ahmed Mailantarki,Start
Ibrahim Makama Misau,Stub
Ahmed Marafa,Stub
Badiyya Hassan Mashi,Start
Louis Mbanefo,C
Sebastian Okechukwu Mezu,C
Zubby Michael,C
Mohammed Sani Idriss,Stub
Danladi Mohammed,Stub
Janet Nwadiogo Mokelu,Start
Fati Muhammad,Start
Sunusi Musa,Start
Saliu Mustapha,Start
Umar Namadi,Start
Muhammad Mamman Nami,Start
Ajuri Ngelale,C
Suleiman Oba Nimota,Start
Uchechukwu Nnam-Obi,Stub
Frank Nneji,Start
Justin Nnorom,Start
Blessing Nwagba,Start
Dozie Nwankwo,Start
Nnia Nwodo,Start
Oba C. D. Akran,Stub
Patrick Obahiagbon,Start
Gaius Obaseki,Start
Peter Odey,C
Bernard Odoh,C
Godwin Ogbaga,Start
Chigozie Ogbu,Stub
Osita Ogbu,C
Chris Ogiemwonyi,C
Clem Ohameze,Start
Abubakar Sadiku Ohere,C
Sinatu Ojikutu,Start
Edward Ikem Okeke,Start
J. O. J. Okezie,Stub
Kenneth Okonkwo,Start
Daniel Okungbowa,Start
Doyin Okupe,GA
Samson Okwu,Start
Alabi Hassan Olajoku,C
Ali Olanusi,Start
Raheem Olawuyi,Stub
Funmilayo Olayinka,C
Folake Olunloyo,Start
Evelyn Omavowan Oboro,Stub
Adedayo Omolafe,Start
Emmanuel Onwe,C
D. K. Onwenu,Stub
Nkeiruka Onyejeocha,C
Wenike Opurum Briggs,C
Kayode Otitoju,Start
Luqman Oyebisi Ilaka,Start
Gboyega Oyetola,C
Amal Pepple,Start
Prince B.B Apugo,Start
Dikko Umar Radda,C
Gbadebo Rhodes-Vivour,GA
Rufai Hanga,Stub
Saheed Popoola,Start
Iziaq Adekunle Salako,Start
Bamidele Salam,C
Thompson Salubi,Start
Yabagi Sani,Start
Sanusi Ohiare,C
Olusola Saraki,C
Mamman Shata,C
Garba Shehu,C
Mustapha Baba Shehuri,Start
Terhemba Shija,Stub
Moses Shipi,Start
Kunle Soname,Start
Otunba Fatai Sowemimo,Start
Omoyele Sowore treason charges,C
Olaokun Soyinka,Start
Abubakar Y. Suleiman,Stub
Sunday Cyriacus Umeha,Start
Nkiru Sylvanus,C
Ibrahim Tahir,Start
Oshodi Tapa,C
Tomiwa Aladekomo,C
Bridget Twar,Stub
Titus Uba,Start
Ifeanyi Uchendu,Stub
S. K. E. Udeh-Okoye,Start
Charles Udoh,Start
Bob-Manuel Udokwu,Start
Ugorji Okechuwu Ugorji,C
Laz Unaogu,Start
Usman Bello Kumo,Start
Mariatu Bala Usman,Stub
Musa Usman,Start
Maryam Uwais,C
Ebikabowei Victor-Ben,Start
Adolphus Wabara,C
Francis E. Waive,Start
Wale Oladipo,C
Ezekiel Warigbani,Stub
John Wash Pam,Stub
Abdullahi Wuse,Stub
Yahaya Madawaki,C
Yusuf Buba Yakub,C
Yakubu Umar Barde,Stub
Binos Dauda Yaroe,C
Saleh Shehu Yipmong,Start
Yusuf Adamu Gagdi,Stub
Amina Zakari,C
Mohamed Akotey,Start
Oumar Ba,Stub
Alidou Barkire,Stub
Boubacar Hama Beidi,Start
Mano Dayak,Start
Moussa Moumouni Djermakoye,C
Abdoulkarim Goukoye,Stub
Marcel Inné,Start
Souleymane Ly,Start
Mohamadou Djibrilla Maïga,Stub
Sa'adatu Kolo,Start
Issoufou Saidou-Djermakoye,Stub
Issoufou Sidibé,C
Yacouba Sido,Stub
Sadou Soloké,Stub
Saloum Traoré,Stub
Djibo Yacouba,Start
Einar Thambarskelfir,C
Salim bin Nasir bin Said Al Aufi,Start
Saud bin Hamoud bin Ahmed Al Habsi,Start
Saeed bin Hamoud bin Saeed al Maawali,Start
Salem bin Mohammed Al Mahrouqi,Start
Mohammed bin Said bin Khalfan Al Mamari,Start
Said bin Mohammed bin Ahmed Al Saqri,Start
Qais Mohammed Al Yousef,Stub
Khalfan bin Saeed bin Mubarak al-Shueili,Start
Yusuf bin Alawi bin Abdullah,C
Asa'ad bin Tariq,Start
Mahad Said Baawain,Start
Khalid bin Hilal Al Busaidi,Stub
Malek Bin Sulaiman Al Ma'amari,Stub
Khalid Al Mawali,Stub
Moosa AbdulRahman Hassan,C
Abdullah Al Saidi,Start
Hilal Al Sarmi,Stub
Shihab bin Tariq,C
Sultan bin Salem al-Habsi,Stub
Taimur bin Asa'ad,Stub
Fahr bin Taimur,Start
Abdul Gani (soldier),Start
Mufti Abdullah,Stub
Jamil Ahmed,Stub
Kamruddin Ahmed,Start
Ali Gul Sangi,Start
Qazi Khalid Ali,Stub
Master Taj-ud-Din Ansari,Stub
Ashab Uddin Ahmad,B
Ghulam Mohammed Baloch,C
Shah Nawaz Bhutto,GA
Syed Ata-ul-Muhaimin Bukhari,Stub
Chaudhry Abdul Rehman Khan,Start
Dewan Taimur Raja Chowdhury,Start
Mafiz Ali Chowdhury,Start
Moinuddin Ahmed Chowdhury,C
Zahur Ahmad Chowdhury,Start
Nazo Dharejo,Start
Abdul Ghafoor Khan Durrani,Stub
